,sport_name,event_code,event_name,event_category,continued
1735,artistic_swimming,605,Duet,Women,yes
1736,artistic_swimming,606,Team,Women,yes
1737,artistic_swimming,604,Solo,Women,no
1738,aeronautics,710,Aeronautics,Open,no
1739,equestrian_jumping,270,Individual,Open,yes
1740,equestrian_jumping,271,Team,Open,yes
1741,equestrian_jumping,2247,Individual,Open Youth,yes
1742,equestrian_jumping,2248,Team,Open Youth,yes
1743,equestrian_jumping,262,Individual,Men,no
1744,equestrian_jumping,263,Team,Men,no
1745,equestrian_jumping,276,Long Jump,Open,no
1746,equestrian_jumping,277,High Jump,Open,no
1747,tug-of-war,622,Tug-Of-War,Men,no
1748,bandy,751,Bandy,Men,no
